Timestamp,Response,Attend,View,Takeaway,Like,Change,Muni,School,Taxes,"How-address",Manual,Other
2019/04/09 10:52:25 PM AST,50,No,No,,"It's rural nature with lots of scenic open land, and large-sized housing lots but with a close and caring community for support, and within 20 minutes of commercial resources  like shops, health care in Hanover, Lebanon, WRJ. I see Lyme basically as a small rural bedroom community for Lebanon, Hanover, WRJ businesses/companies. ","Maintain the infrastructure like schools, library, roads/bridges, police, and fire services. Need to plan ahead for expected issues like road maintenance, and capitol improvements like maintenance and updating of town equipment to prevent the need for emergency replacement if maintenance is deferred. I would not recommend bigger commercial/business development. I would  promote the development of dependable electricity and phone lines and cell phone access and high speed internet access everywhere in Lyme. I would support pursuing increasing some lower cost housing options without sacrificing the current joys of rural living that includes  large housing lots and lots of open land.  I do not support large scale increase in the town's population such as large scale dense housing developments with clusters of many houses on small sections of land. ",4,4,About right,,,
2019/04/10 4:43:46 AM AST,51,No,Yes,"I don't understand why we are pushing for further development. Having more mixed use and commercial properties would significantly alter Lyme and, in my opinion, not in a good way. I see that the town is trying to expand the tax base but I do not really agree that this is something that should be pushed.","I have lived in Lyme for 28 years. During that time the town has changed and it will certainly change in the future. But some things are the same: the rural character of the town, the natural areas interspersed between villages/neighborhoods, the long country roads, the outstanding recreation opportunities. Everyone is friendly in Lyme. We can walk around town, meet at the general store or the library, at the town beach or on a ski trail. We wave at each other when we run past an acquaintance's house. There is not a lot of traffic in Lyme - mostly on route 10, which is the only place that you really need to be careful if you are walking, running or biking, so kids can easily traipse around town to see their friends and explore this little world. There's no need for a stoplight. Life in Lyme is easy and there is a great sense of community.","Over my time living in town, the average residents have become wealthier and wealthier. I would like that the town's traditional residents are not squeezed out, and that there are more opportunities for actual real middle-class and working people to live there without needing to work at the hospital, college, or a tech company. Lyme used to be a farming community. Things change, but preserving or even re-creating more socioeconomic diversity would be great for the town in many ways.",5,5,About right,,,"I would be EXTREMELY hesitant to push further commercial development in town. There is not a need for every town to have a lot of commercial stores. At the moment, Lyme is primarily a place where people live, and where some operate their own small businesses. And that's really great!! The reality of living in Lyme would change a lot, and in my opinion for the worse, with more and bigger commercial venues. Being a primarily residential place is something that defines Lyme and makes us unique from some other towns to the south, and I think that is a benefit that draws people to live here. 

I also see that the town wants to expand their tax base, but to me any housing development that is pushed in the town should explicitly include units that make Lyme an accessible place to live for all people, not only for wealthy people who can pay a lot of taxes. Further gentrifying our town will probably only lead to more demands for more municipal services, and I see this as a runaway cycle that would lead to then another need to charge more taxes to provide these services. Thinking about the future of the town, let's think about the sense of community and how we can keep a vibrant, friendly, supportive, and resilient community, instead of just how we can make a community that pays more taxes. "
2019/04/10 8:27:55 AM AST,52,No,Yes,"The main message seemed to be that there's not much we can do, development-wise, to ease Lyme's tax burden.  That outcome, however, seems to be driven to some extent by the underlying modeling inputs, which assume a given impact (e.g., on number and ""type"" of kids, and hence school budgets, etc.) for each housing scenario.  Actual experience would suggest that real-world results can be much more volatile.  For example, just one new student who requires special services from the school (e.g., additional student aids, or even out-of-district placement) can blow up a budget and render the modeler's assumptions totally moot.  As such, ANY scenario that includes ANY sort of school-age kids is highly uncertain.  As Jeff Valence joked in the video, ""Do you feel lucky?""  In the end, I'm not sure that we can read too much into the modeling study -- except perhaps to assume that the potential downside (i.e., higher taxes from additional housing) is far greater than the potential upside.  In other words, additional development is unlikely to help taxes all that much (consistent with the modeler's results), but it could very well end up hurting taxes much more than shown in the modeling results.

Two other, more-general critiques of the modeling study:  (1) the focus on comparing Lyme to the rest of Grafton County rather than to other Upper Valley communities seemed short-sighted (I agree with Karl Furstemberg's comment to this effect); and (2) the scope of the modeling scenarios all seemed to involve either housing or retail development, and ignored other forms of potential development that could generate revenue for the town (e.g., a solar farm or something like that -- something that can generate revenue but require little or no town services).  It would have been nice to see a little more ""out of the box"" thinking along these lines, rather than focusing on only new housing or a WalMart (or a Market Basket).

At the end of the day, given that we're stuck relying on property taxes to raise revenue, and given the high percentage of property in town that is either not taxed or taxed at a very low rate, we may need to look outside of Lyme -- e.g., to Concord -- for solutions.  I agree with Jennifer Boylston's comments that we should lobby for consideration of more-equitable statewide distribution of the ""current use"" burden, or even a statewide income tax.

One other half-baked idea:  Can we convert some town roads to toll roads, at least for out-of-town users?  For example, the dirt section of Dorchester Road gets a lot of out-of-town users (e.g., traveling to Smarts Mountain or Green Woodlands) who presumably inflict quite a bit of damage to the road surface when it's soft (like in mud season).  Same with River Road, which is used by commuters to Hanover.  Lyme ends up footing the bill to keep these roads in decent shape, even though Lyme residents are probably responsible for only a fraction of the damage.  Given today's technology (e.g., EZPass, cameras, etc.), it seems like there should be a way to easily and cost-effectively collect tolls -- but is it legal?  More broadly, what about paving some of these dirt roads?
",I like Lyme's rural character and natural beauty (but would be happy to lose some of the dirt roads).  The K-8 school also fosters a nice environment for Lyme kids.,"It would obviously be nice to reduce the cost of living here!  Seeing a little more vibrancy and variety in the commercial districts (e.g., downtown, at the old Getty station, at Lyme Business Park just north of town) would make it a nicer place to live (as having to drive north or south for some basic services gets a little old).",3,4,Too high,"The increases seem too high when compared to the general rate of inflation (negligible) over this same period.  I do understand, however, that there have been some larger-than-normal road problems that have contributed to costs.  More-proactive road maintenance (e.g., I can't remember the last time our dirt road was ditched -- making it more-susceptible to washouts), or even paving some roads that are now dirt, could potentially avert some costly fixes down the road.  

If development (or at least housing/retail development, as studied) is unlikely to raise much tax revenue, then we need to sharpen our focus on costs, and cut where we can.

Finally, Lyme is also one of the wealthiest towns in the state -- how about lobbying for an income tax, which would equalize the tax burden a bit more?  Those who are wealthy will hardly notice; those who are struggling with the property tax burden because they don't have much income will presumably feel some relief.",,"Has the school board ever tried to negotiate high-school tuitions, or are we purely price-takers?  Seems like high school tuition is a large part of the school budget (though may ultimately be cheaper than having our own high school), and if these area high schools love Lyme's tuition so much, perhaps we have a little bargaining leverage we could exert?"
2019/04/10 11:59:45 AM AST,53,No,Yes,We have complicated development issues with no clear solutions. We need to think creatively and have open minds to change if we are to move forward.,"High level of community involvement == social capital. Creative/smart/committed problem solvers who are willing to step up to the plate, such as those on the Energy Ctte. and the Lyme Fiber project.
Our official town leaders, Selectboard and town employees, are generally responsive to requests for information and help, and willing to share openly.  
","Some residents apparently prefer to think of Lyme as a Currier & Ives pastoral, rather than a living, breathing, working landscape. Resisting change will not help us as we move forward.",4,4,Too high,"Allow small, clustered housing development.  Use smart-growth approach. Expand our commercially zoned areas, gently develop them and actively work to attract small businesses and local services. Something that might attract tourists to town (a great brewery?) would really help.  ",,"This questionnaire is so general that I'm not sure that it will yield useful information, and I've seen many like it over the years.  It's time to get more specific.  "
2019/04/10 8:03:16 PM AST,54,No,No,I read the PowerPoint,It's a small community of people who look out for each other and take pride in their community. The school has a good reputation,Be open and welcoming to small local businesses,3,4,Too high,Be open to business development. Change the tax rate on conservation land?,,Maybe we just need to accept it for what it is since we don't have to pay income tax like VT. 
2019/04/11 11:18:52 AM AST,55,No,Yes,"There is no ""one"" solution for development, nor would I want there to be. it will have to be a combination of multiple things at a smaller scale to affect significant change/progress. There is strength in diversification.","I enjoy the outdoors and the trail networks here are great. I like a small town, but I also like seeing people not from this area in and around town (ie on the trails, at the restaurants/bars) that are enjoying our community. We need more of this... more incentives for people to visit Lyme (and more options for residents to enjoy).","Some fresh faces... and allowing/providing a way for both elderly and young to coexist with the right balance of housing initiatives. I do think that rezoning certain areas for commercial development needs to play a part. Rt. 10 South could have great opportunity for commrecial development and housing could be set back and hidden from the road. I eat dinner in town on occasion and buy meat from Tensons, but for everything else I go elsewhere.",3,2,Too high,"Broaden the tax base with a variety of housing options, both single family and/or condos, and look into age restricted housing. Address possible zoning changes/land to allow for commercial growth and attracting new, small business.",,"We need to have some consensus on what we, as a town, are willing to approve budget-wise... The more we are willing to spend directly impacts our taxes. Nice things cost money. What things/services could we cut back on without compromising a desire to live here? We need to reassess the importance of certain things and how they impact our quality of life. Only 8% of the land is taxable, we need to make the most of it... centralized/localized density with a variety in zoning. The land is here to stay, we need to reimagine the 8%."
2019/04/11 1:19:13 PM AST,56,Yes,No,Increasing taxes is a non-starter.,"I have lived here since 1969, and Lyme remains in its true form:  a very pleasant, rural, non-commercial  village.  It has the essentials:  post office, small  hardware store, bank.  It has ""pass through"" traffic, but nothing major.",Take it slowly; take no prisoners.,5,4,About right,Tax revenue is doing fine.  Tax rate is fine.,,Town is doing just fine.  No messing a good thing.
2019/04/11 2:44:35 PM AST,57,Yes,No,Increased development will not have a  meaningful positive impact on taxes. ,"Excellent elementary school with excellent school choice helping  to make Lyme highly desirable and supporting strong real estate values, small town, safe,  attractive, friendly, neighbor helping neighbor, self governing with  significant contribution from dedicated  volunteers and  hard-working town employees,  absence of commercial development along route 10,  superior land use regulations that have done a good job of preserving the quality of life in the town, farms and forests,  extensive conserved areas ", I hope that Lyme’s population growth will continue to be slow with newcomers  welcomed and readily assimilated into the life of the town – as has been the pattern over many years. ,5,5,About right," The figures cited demonstrate that the tax increases are not too high. The strong growth of the tax base has led to tax rate increases that are materially lower than the increases in tax revenue. Clearly, we are doing something right. “It’s not broke. Don’t fix it. “",," The town is doing just fine as is and should continue into the future, addressing and solving problems as they arise  just as it has  always done . "
2019/04/12 8:57:44 AM AST,58,Yes,Yes,Development will not reduce the tax burden on the town's citizens,"rural, scenic, good school, community","more vibrant downtown areas -- restaurants, shops, etc.",4,4,About right,Spending on major road repairs and heavy equipment is too high.,,"I am concerned about pressure on school budget and erosion of support for the school.  The Lyme School is one of the pillars of the community and it would be a poor decision going forward to slowly choke it of funding.  In my view, education spending is the most productive use of our town's tax money. "
2019/04/12 10:51:46 AM AST,59,No,Yes,We need to get the current use law changed so that unproductive land is taxed at a slightly higher rate than present.,The willingness of most of the community to accept change for the betterment of the common weal.,Make the Rt. 10 corridor zoned commercial and allow cluster housing in that corridor.,5,5,Too high,Encourage modest population growth by supporting efforts at developing moderate-cost housing.,,We probably need to sue New Hampshire over the state-wide inequities of the current use regulations. One law for the ox and the lamb is oppression!
2019/04/12 9:42:55 PM AST,60,No,Yes,It confirmed that there are no easy solutions to our tax situation.,"The school system is excellent, it has been a great place to raise my children (who have now grown and moved out of Lyme).","We need to find a way to limit tax increases. I liked someone's comments at the forum comparing us to Nantucket (except we don't have the commercial base of Nantucket, which puts us further behind).",4,5,Too high,"Again there are no easy answers. I like the thought process (maybe not the exact answer) of a Farmway. It is a terrible shame that Mill Gardens wasn't able to locate in Lyme a few years ago. This is another aspect of the problem. People say they want to lower taxes but then we find a way to keep clean, green businesses out of town.",,I am deeply concerned about the future costs of road improvement and maintenance. Has any one done a 5 or 10 year plan with some realistic cost estimates of this work? This may be the biggest cost driver lurking on the horizon. We need to have a projection of these costs.
2019/04/15 8:53:28 AM AST,61,No,No,,"Small community, great school, great natural resources",More restaurants,4,5,About right,,,
2019/04/15 12:20:11 PM AST,62,Yes,,"there is no single silver bullet that can reduce taxes and maintain our quality of life.  That any decisions about housing must be based on the consultant's conclusions, that adding homes will not really raise taxes and even adding senior only homes will not significantly decrease taxes.","everything outdoors, many older people, solid public school options",to change Lyme from the financially gated community we are now (Pill Hill - doctors only need apply) to one where our children can grow up knowing people from all financial backgrounds - as we did. and I'd also love to see more younger people ,4,4,About right,We manage our costs pretty well. The percentage of income we pay in taxes (as opposed to the actual $ amount) is much lower than (as an example) the percentage of income people in Claremont pay.,,"One: income diversity is related to racial diversity in the US today.  If we had more housing available at mid and lower levels we might, even here, have more racial diversity. 
Two: we need to review our zoning ordinance to make sure it actually helps accomplish our planning goals.  A recent example is the Lot Size Averaging proposed change.  As written and as unsuccessfully amended,  people who want to protect open space by clustering development are discouraged from pursuing that sort of environmentally sound development. "
2019/04/15 1:11:46 PM AST,63,Yes,Yes,"Taxes in Lyme are high relative to the rest of the state;
Lyme is an aging town; 
Development should not be seen as a bugaboo","Friendly town; 
High level of volunteerism from the retired town members; 
Celebrate the high level of land conservation that has already occurred in town","It would be good to have bus service to Hanover, and better cell and internet service, but the town government cannot affect these.

Of the things the town can control:
- Decrease the regulatory hurdles for lower-cost housing (allow increased density)
- Find a way to welcome small-scale business into Lyme so we don't have to drive all over the Upper Valley for normal purchases
- Have a reasoned discussion about the tradeoff of the expense for the (very good) school we currently have",4,2,Too high,"Unite the School meeting and the Town meeting so that all the issues are addressed in one forum. It will be long meeting, but that allows both ""constituencies"" to see and understand all the expenses we're being asked to fund.",,"The Selectboard should continue to advocate to reform taxation on conservation/current use land in Concord. A state law, providing a statewide benefit (beautiful conserved land) should be paid for by all state residents, not solely by the residents of the town where land is conserved."
2019/04/18 10:00:01 PM AST,64,No,No,,,Lyme is an insular and closed community favoring the people that live here today. We need to embrace change. Big time - now!,2,1,Too high,I am not sure there is way forward for Lyme. 97% of the town is in current use or conservation. There is no business and unlikely to be any due to the restrictive ordinances. The town is small minded and entrenched in its smallness. We should change high school choices to one that is affordable which might change the metric on who moves here for the schools. ,,"Where to start. Consider re-writing the zoning regulations. Put every thing on the table and have folks actually vote on them, rather than having an ordinance written by old white men is a closed room with lots on money and a desire for Brigadoon. We need housing for folks of modest means who work in our town, we need housing for people looking to downsize. We need a town office that has resilience and redundancy rather than expertise in one person who could retire or die. We need to have vibrancy and life with a coffee shop, an affordable food store, a vital affordable choice in dining. Maybe a funeral home (we have lots of funerals). Think outside the box. Embrace change. Have more diversity in town. Don't be the laky of  David Roby or call the town ""Robyville"" since that is who runs this village 30 minutes away from any where. Right."
2019/04/21 10:25:23 AM AST,65,No,Yes," It seems the majority of the town and school expenses are paid for by taxpayer expense. It would be helpful to understand proportionally how this compares to other areas (slide 26). This does not feel like a sustainable option long term. As older residents no longer have school aged children, paying this level for the services currently provided doesn't feel tenable. Younger buyers will be offput but the high taxes. ","The sense of community, Latham House, the beauty.","The high property taxes will be unsustainable over time and we may be challenged to bring new buyers into the area because of it. In addition, current and new residents expect better roads (River Road appears to constantly be in a state of disrepair), more reliable electricity (electricity has gone out at least once a month since we've moved in), and reliable internet service to make this a viable place to live long term. ",2,2,Too high,This is not my area of expertise and would like to understand how other similar communities have successfully addressed this challenge.,,
2019/04/24 10:42:20 AM AST,66,Yes,No,,"Quintessential New England town/village center which is rare and unique! The views + open spaces make Lyme an amazing place to live, walk, hike + ski. We have a great small school which helps children to excel. We have great resources","Broadband internet!
Exercise facility/classes",5,5,Too high,Cap school and town budgets for a few years (one or two years) See how that works.,002-,Keep existing zoning; change very moderately over time
2019/04/24 10:44:42 AM AST,67,Yes,No,,"Natural features (rivers, ponds, mountains, etc.) Recreational opportunities, Community Spirit, ""Small"" intimate feeling","Broadband internet, public transportation, public ""exercise"" facility",5,5,Too high,"""Cap"" school and town budgets for one/two/three years.  After that trial period. Limit future increases to cost-of-living increases for 1/2/or 3 years then see...",,I do not favor large expansion of developable areas in town.  I support existing zoning that allows modest changes over time on a case-by-case basis.
2019/04/24 10:45:53 AM AST,68,No,No,"that we really need to cut, somehow, our tax burden. The school budget seems quite generous - a private school model rather than a public school mode.
",The ruralness,,,,,,003- ,"Noted they were working when the LCDC Forum was held, and their viewing of the video was interrupted by poor internet connection"
2019/04/24 10:58:40 AM AST,69,No,No,,"Friendliness, volunteer tradition, lovely, setting, access to decision makersand town officials, The library, Historians",The dump!  It used to be a prime meeting place.  We didn't need an organization with paid staff to promote friendliness.  Too many million-dollar houses.,4,2,,"The school is a ""Cadillac""  Do we need all the bells and whistles? We currently don't need all-day kindergarten.  Do we need a full time Spanish teacher?   The school drives the budget.",004 - ,"Too many signs - unnecessary, unattractive (road signs). We should reconsider the bare roads policy - especially dirt roads.  Buy a house on a dirt road - be prepared.  Voting on the school budget should get more attention. It needs a ""little town meeting"" because the school board pre-empts half the time to present their case. Make the current school budget night the information - discussion night ad vote at Town Meeting

PS - The select board should publicize the police the ""rules"" for event signs on the common (eg only one weeks in advance, no out-of-town signs stuck around etc."
2019/04/24 10:58:51 AM AST,70,No,No,,Sense of community," -Lack of socioeconomic diversity; lack of housing for low to middle income families;
- Lack of businesses (stores, restuarants)
- Lack of investment in parks and recreation",1,5,About right,,006-,"Create more housing, esp. affordable housing  - planned developments, mixed income
- Offer more recreational serives - pond restrooms, concession stand, etc. better public playground at Post Pond, ice skating
- Allow/facilitate business to thrive in town by loosening restrictions on establishing businesses here.

Also:
- very unsatisfied by municipal services ""too low serivces: would like to pay more for better and more services""
"
2019/04/24 11:00:09 AM AST,71,No,No,,"Sense of community; Rural feel
",Lower property tax,3,5,Too high,Look for cost savings in the budget,009-,
2019/04/24 11:01:10 AM AST,72,No,No,,Rural community,reduce taxes,4,5,Too high,reduce budgets,010-reb,
2019/04/24 11:03:27 AM AST,73,No,No,,"Small town, Lyme Country Store handy, Close to interstate, Active Historical Society, Those Guys",Better walking spaces - could be sidewalks on road.  Monitor speed on Rt 10 where I live as logging trucks and other trucks exceed speed limits.,4,5,About right,,005 - ,Enforce speed limits for pick-up trucks and other trucks
2019/04/24 11:05:23 AM AST,74,No,Yes,very good presentation and valuable info.,"Lyme is a special place with lots of special people and programs.  It is just getting out of reach for many of us, will continue to turn it into an elitist population.","sensible zoning
lower school costs",3,2,,see attached,007- ,"River Road erosion will continue to be a chronic problem.

(Attachment) - I think that it is too late for Lyme to recover it's own self:
1. Our zoning is way too restrictive, for example, agricultural designations are preventing sensible development or any development.
2. Excessive current use policies and conservation easements are removing most of the town's land from revenue generation.
3. It is generally the wealthiest residents in town that are gaining these land/tax benefits, requiring the others to make up the difference.
4. Our school is trying to become what I consider ""private school"" quality, with over the top spending that lately has been approved without much question or debate.
5. NH has the highest income per-capita and needs a graduated income tax to help offset our high property tax burden.
6. Long time residents trying to exist on fixed incomes are struggling to meet Lyme's excessive property tax burden, pushing older folks out."
2019/04/24 11:06:54 AM AST,75,Yes,No,Lyme taxes are high but development won't help bring taxes down,"Rural, No ""chain-store"" like businesses",,5,5,About right,The issue needs to addressed at the state level. Taxes are high in NH,012-,
2019/04/24 11:07:39 AM AST,76,Yes,,"That making more restrictive or less restrictive housing regulations, or encouraging small business won't solve the big problem of too high taxes. That needs to be addressed on a state level to change the tax structure.",That most folks want to know their neighbors.,"Zoning changes to allow houses and subdivisions on smaller lot sizes, to reduce the required road frontage for a building lot.",5,1,Too high,Need to work with other communities to work for changes at state level to allow income tax to reduce need to rely on property tax.,008- ,"Need more practical and workable zoning regulations.  Need to do more to protect Post Pond.  Too expensive, scale down school expenses."
2019/04/24 11:12:19 AM AST,77,No,Yes,"What we already knew, taxes are too high, svcs are not that great, the school is TOO expensive and older people have to move away.  Selling your house is a problem b/c no one wants to deal with the high taxes.  Zoning and rules are only for the poor.",Slow growing,"see # 10
more unified rules",1,1,Too high,"Let more small businesses in, like Mill Gardens, when they ask - esp. in non-residential areas.",015 - ,"putting up cell towers for 911 reasons
better road maintenance
bringing down school costs"
2019/04/24 11:12:49 AM AST,78,Yes,No,"Property taxes are fairly high in Lyme, but no development that would come to Lyme would make any significant difference in the taxes, and there is a good chance development may increase our property taxes at a faster rate.","I like the smallness and ruralness. I would not like to see Lyme increase its population by much. I like to be able to get to Hanover at 60 miles an hour and much development along Route 10 would keep this from happening. I grew up in an area that was more rural than Lyme, so in some ways I think Lyme is not rural enough.","I would like to see the voters in Lyme vote to spend less money, at least some of the time.",5,4,About right,"We need to have slow growth. Watching towns up and down the Upper Valley for the past 50 years, I have seen that as towns grow and have more commercial development, the taxes go up. Many people would like to get their kids into the Lyme school. So new residential housing will have more kids than other towns in the state.  More residential housing will be tax neutral at best, but will probably increase taxes.",011- ,"It is depressing to say there really isn't much we can do to keep the property taxes from increasing  too fast other than spending less money, and I may be a tax positive, but I think that is the only thing that might be. Until the state changes the tax structure at the state level, NH towns are doomed to pay very high property taxes.
Also: Taxes are about right considering the voters almost always vote to spend more money, given a choice."
2019/04/24 11:13:22 AM AST,79,No,Yes,No real easy solutions.  I keep going back to current use situation.  The amount of land we have in that which cannot generate taxes is crazy and unfair.,Small town,Taxes so I can continue to live here in retirement,3,,Too high,Take a hard look at everything and accept that things may need to be changed to address this problem.  Things can't stay the same forever and original Lyme may need to understand that change can be healthy,013- ,"Town ""bad roads"", School - Can't comment personally since I never had children in them"
2019/04/24 11:14:02 AM AST,80,No,No,,,Reduce real estate taxes,4,1,Too high,reduce school budget,018- ,
2019/04/24 11:17:28 AM AST,81,Yes,No,Not much new,Lyme has a strong sense of community,Keep it the same except more retirement locations.  any growth should be slow enough so people are absorbed into the community instead of outsiders changing character of Town.,1,1,About right,N/A,017 - ,continue repairing roads.  We have fallen way behind in repairs.
2019/04/24 11:17:33 AM AST,82,No,No,,The way they give a tax break to the elderly who are  on a fixed income so they don't have to sell the home they've worked so hard for. Also land use and veteran discounts are helpful.,"Have them treat everyone the same, no favors for those Town officials know and do business with",1,1,Too high,Cut school costs considerably,016 -,Better road care
2019/04/24 11:20:58 AM AST,83,No,No,,,,4,1,Too high,School spending is TOO high.  It's out of control,019-,
2019/04/24 11:21:05 AM AST,84,No,Yes,"Tough problem that needs a multi-faceted solution- grow residential and commercial base (responsibly).  Try to address current-use, etc.  Let's get going.","Wonderful town, but we need to address taxes.  I can't believe what we pay and yet our roads are falling apart.  There should be a long-term plan for River Road (and not just making it all dirt again)","Lower taxes, better roads",3,5,Too high,"Address through a combination of responsible growth, tighter school spending and long term tactics like addressing current use.  Everything needs to be on the table.",014 - ,A long term plan for River Road.  Town services are good except roads.
2019/04/24 11:23:00 AM AST,85,No,No,Obviously nothing,Not sure,Lower taxes,3,3,Too high,Some how control the school budget,021 -,Trying to make living here more easier for lower and middle class people
2019/04/24 11:23:44 AM AST,86,No,No,,Not a lot,Less school expense,4,2,Too high,Less emphasis on school,023 - ,Revisit recycle program
2019/04/24 11:26:11 AM AST,87,No,No,,,"In my opinion, sometimes people buy upland in Lyme under other people's names or under a company's name, so it is not clear who the real owner is. Then the real owner dictates to the property resident (or company) how to use the land. This prevents the resident of Lyme from sometimes understandingthe plans for a particular property, in advance of the purchase.",2,2,Too high,"Where the school is concerned, if children go to Hanover High School, their parents should pay property taxes as if they lived in Hanover. People come to Lyme and vote for tax increases to improve the elementary school building & grounds for their children. Then when their children get to college age, the families move away, leaving us with the debt for the school. I would prefer to use tax money for better pay for teachers, food service workers, and maintenance people.

",020- ,"We bought lots of new town equipment this year. I d not think this was really necessary. Plus, we have one piece of equipment (an excavator of some kind) that no one is qualified to use. This seems like a waste. We need to find a way to train someone on this equipment. We also need to make sure salaries are sufficient for the road crew.

As for the roads, they are largely in disrepair and are washing away. There are no shoulders on the dirt roads. Pothole repair is not done thoroughly, so repairs don't last. We have been talking for three years about fixing River Road, Baker Hill Road, and Goose Pond Road and with the exception of River Road (where more money is now needed), it's only been talk. Get real!"
2019/04/24 11:26:58 AM AST,88,No,Yes,,Everything but runaway school costs,"School costs must be reduced, class size raised and school aids reduced",5,1,Too high,School costs must be reduced,025----,
2019/04/24 11:32:44 AM AST,89,No,No,,The size of the town - small population,Lower taxes if possible without increasing the size of the town.  Kepp population size the same.,3,4,About right,These questions are loaded - based upon question #8.  All taxes in town across the state have increased - not just Lyme.  Benchmark against with other towns.,024- ,"Are we spending $ appropriately?  Roads are a mess.  Keep piling product on top of road creates more deep gullies on the sides of the roads creating deterioration of land, tree roots, etc.

Street sign replacement with wrong street name.  Misuse of town resources.  Would rather focus on quality improvement efforts rather than increase population as that will increase cost and change the feel of the town."
2019/04/24 11:35:35 AM AST,90,No,Yes,Development would not lower taxes,"Lyme is a rural, residential community without the stress of mega-development and its attendant traffic and demand on services. Among the long-time residents there is volunteerism and support for community activities.","The town is a rural residential community and should remain so. The environment should be protected, especially Post Pond. There should be no major development that would impact the Pond and significantly increase traffic on Route 10. Development should be in the center of the Village. Stella's closing is a loss to the town. Hopefully, another tenant(s) could be found for that space.",3,1,Too high,"The school, for all its virtues, is too expensive for the Town.
- Recommendation: Larger class sizes, fewer aides. This would not necessarily diminish the quality of education.
- Recommendation: Have the school budget as part of the Town Meeting instead of a separate meeting that attracts predominantly parents with children in the system.",026- ,It appears that young families move into Lyme for the purpose of enrolling their children in the excellent school and then move out when the children graduate. This creates a population that benefits in the short term without a long term commitment to the community
2019/04/24 11:36:06 AM AST,91,No,No,0,The town offices continue to work well in providing services to the town.,We moved to Lyme as a great place to raise kids - and it was socioeconomically diverse.  It was a dynamic place where parent involvement in town events was high. We now have a town without substance - Beautiful village of a New England town and it has lost its heart.,4,2,Too high,Hey anything going up 37% and 51% is way too high making the Town inaccessible to anyone but the wealthy - Individualism now rules.  I no longer feel a part of this town.,022- ,"whatever

(Muni comments) But what is with the dump?  Why are we paying money to have everything shipped to China?

(School comments) Just an extension of Hanover & Norwich school system.  too much money - way too big and lavish - way too political

"
2019/04/24 11:36:42 AM AST,92,No,Yes,"More small commercial development like Bret Ryans, Mill Gardens [now lost to us], offices in large homes, repurposed etc.",No large apartment and high rise condos. Respect of environment when building on limited land area.,Keep it a rural village. Create a large endowment for the school budget to give low and middle income property owners relief.,5,3,Too high,Houses in the million dollar or higher range should be taxed more,027-- ,Senior housing and tiny houses for young singles to senior singles
2019/04/26 9:05:59 AM AST,93,No,Yes,This issue of funding our needs and priorities is complicated and there is not a simple or clear solution.,We love everything except the distorted way this issue has been framed: the fallacy that land conservation contributes to this funding challenge.,Nothing: We love Lyme and only want to maintain it's wonderful character.,5,5,About right,"The town, like all NH towns, need to pursue the state to increase state education funding.  Good things are expensive.",030 - ,"Focus more on working with state legislators to change state laws to increase money to towns.

Municipal - thank you all"
2019/04/26 9:07:19 AM AST,94,No,No,,"Ongoing activities of:
- Lyme Congregational Church
- First Baptist Church of Lyme
- Lyme Community Care Programs
- Lyme Historians
- Lyme community in general
","A. Change zoning restrictions and allow cell tower coverage in Lyme
B. Replace the pizza-type restaurant",4,4,Too high,"A. Verify or justify that properties placed in land use still meet the requirements for that classification
B. Lyme has a high insurance rate due to our ISO (Insurance Services Office) rating. The rating is based on how well your fire department can protect your home and the community. Also your insurance rate varies by insurer. Lyme has historically provided exceptional community support both physically (volunteers) and monetarily which should be conveyed to ISO as a request for a lower rating. A lower rating would reduce our insurance cost and help justify our emergency apparatus and training costs.",031- ,
2019/04/26 9:08:37 AM AST,95,No,No,,,Lower taxes,2,4,Too high,Families with high school students should have to pay their own tuition until they have paid taxes in town for a certain number of years.,032 -,
2019/04/26 9:11:24 AM AST,96,No,No,,"Great school, town services, and recreational facilities",,4,4,Too high,Don't have any brilliant ideas that haven't already been discussed.,034 -,
2019/04/26 9:12:23 AM AST,97,No,No,,"Size, community involvement","more smaller, more affordable housing",3,3,Too low,Be more critical of school and highway budgets. Unnecessary frills in school budget and too much heavy equipment purchased by highway department this year,033- ,Consider harvesting some of the timber in the many acres of town forest. Much existing timber needs thinning and could be a source of town revenue.
2019/04/26 9:16:29 AM AST,98,No,Yes,"Don't expand# of residences to lower the tax burden, in fact, the 1999 cost of community services study showed that adding residences would actually make taxes on individual units RISE.","Rural nature, small town feel, lovely natural resources, active community with a number of involved people.",We have lost much of the community diversity between old-time residents and relative newcomers. We somehow need to arrest that change.,4,3,About right,Convince the State to tax income and relieve communities of the school tax burden by supporting education with the money raised. It would be a fairer way to raise the $$ needed.,028--,"Housing for people over 60.  ---#7 above: I think we have a cadillac school system. We pay for the best but from comparison results we don't get the best.
#8 above:Really 19% inflation adjusted, less than 2%/ year."
